Imię,Nazwisko,PESEL
KAROLINA,MIERNIK,14320986704
NIKODEM,WEBER,01212890173
ROBERT,NIEMCZYK,54041072818
KRYSTYNA,MIERNIK,99053028208
ANDRII,STACHOWIAK,60112852832
IZABELA,WOŹNICKI,00271788867
KAROLINA,OZIMEK,02320332700
ARKADIUSZ,PARADOWSKA,95012631991
IRENEUSZ,BAŃKOWSKA,91040649494
SYLWESTER,KRZYŻANOWSKA,55041929834
ZDZISŁAW,DĘBICKI,63022746279
MARIAN,DMOWSKI,06320204131
KONRAD,DOMAGALSKA,57101892612
REGINA,RUDZIŃSKI,61050561888
ZOFIA,PIECHOWIAK,14273145964
OLEKSANDR,POLAKOWSKI,76111394451
PAWEŁ,PLEWA,58092069135
EWELINA,KOT,69091667767
WALDEMAR,SUSKA,59112145578
BARBARA,ANTKOWIAK,88113087307
DARIA,KLIMOWICZ,51042303008
SŁAWOMIR,RATAJ,63092765356
AGNIESZKA,KARCZ,77081161401
ZBIGNIEW,PIWKO,05322551050
JERZY,NIEWIADOMSKI,88102737073
OLENA,CISOWSKA,53011639181
WIOLETTA,PĘKALA,77092639443
TOMASZ,ZIĘTEK,16231651175
MAREK,TARNAWSKA,82102436116
LAURA,ŁUCZYŃSKA,05290195962
EDWARD,ŚWIERCZ,50122707356
DANIEL,SZUMSKA,72041627456
BOŻENA,KULAS,09310743885
NIKODEM,KRYGIER,55020357319
MATEUSZ,ŻAK,11270131235
OLGA,KUCIŃSKI,99090961326
MARCIN,MACKIEWICZ,79101739999
MIECZYSŁAW,SALAMON,59103117715
MARIANNA,JUREK,02211585707
PIOTR,WOJTOWICZ,72062372715
JAN,KOSMALA,15220261456
MAJA,KAWKA,87042768763
CECYLIA,HERMAN,54072849845
OLGA,DOMARADZKA,13220727963
JANUSZ,RUTKOWSKA,07252583031
SYLWESTER,BALCER,83102449195
STEFAN,NOSAL,93042306230
MONIKA,ŻUK,88041790540
WIKTORIA,SZYMURA,78021962669
MAKSYMILIAN,JĘDRZEJEWSKA,93050193059
ADRIAN,PODSIADŁY,61042407930
HELENA,SYNOWIEC,85092831987
IZABELA,MICHNA,56091320705
DOMINIKA,PĘKALA,59110593960
MARTA,BARON,68020603724
REGINA,ZAWIŚLAK,85092362784
ANTONINA,PLICHTA,79012922709
BARTOSZ,FRĄTCZAK,03283029311
MIROSŁAWA,SZLACHTA,04320403284
HELENA,MROCZKOWSKI,75081788761
BARTOSZ,KOSIOR,65022463374
STANISŁAWA,FLAK,72061171506
BOLESŁAW,BIELECKI,02261552557
FILIP,KOŁACZ,63070606079
MONIKA,WYDRA,17251355122
WŁADYSŁAWA,KROK,81080414644
DARIA,KACZMAREK,53062595588
WANDA,BARTCZAK,86112441809
SABINA,MALCZEWSKI,71071825805
TOMASZ,KLESZCZ,05251374292
AGNIESZKA,KLUSKA,71031074847
JOANNA,OSOWSKA,60060975368
ELŻBIETA,MROCZEK,95033114123
SYLWIA,NOWAK,60090854824
OSKAR,LECH,64052059658
GRAŻYNA,GRAD,75041326080
FILIP,NIEDZIELSKI,95052424175
PATRYCJA,DZIĘCIOŁ,99040350646
BEATA,LENARTOWICZ,83062794823
HANNA,RYBA,19241798241
JANINA,OLEK,02261998362
RENATA,MNICH,13232769485
ALEKSANDER,DZIUBEK,69081748478
LAURA,NOCOŃ,94060481466
ŁUCJA,ORLIK,17290847305
SYLWIA,IDZIKOWSKA,13272694080
DAMIAN,FRANCZAK,79080361578
JERZY,SKORUPSKI,65080150696
IWONA,BARTKOWIAK,57050551680
JERZY,KWAŚNY,08302398719
JERZY,GRUCA,54070591355
HENRYKA,KLIMASZEWSKA,55020343664
OLIWIA,FRANCZAK,88042434421
HUBERT,KOTOWICZ,83020842432
JANINA,ŚLUSARCZYK,64051567143
CECYLIA,WYRZYKOWSKA,76091662142
ŁUCJA,KURIATA,06222638168
GENOWEFA,SOCHACKA,57033011626
EUGENIA,ANTONIUK,89122855264
NATALIIA,MACIEJCZYK,67051063626
ZYGMUNT,DUL,58042263893
ANNA,GĄSIOREK,05301789623
JÓZEF,WOJTAS,16252717979
FILIP,WIĄCEK,74110307997
PIOTR,ŻELAZNA,67110879256
MARTYNA,ADAMIAK,93072824126
JULIAN,BĄCZKOWSKI,70012914736
EDMUND,KULIŃSKI,51121765411
BOLESŁAW,MARKIEWICZ,67090621216
EUGENIUSZ,WRÓBLEWSKI,03221253956
MARTA,MYSZKA,10240478204
HUBERT,ŚWIĄTKOWSKA,02262202475
ALEKSANDRA,BOROWIEC,82060834261
MICHALINA,KITA,05261384265
LEON,PŁONKA,94122702157
RAFAŁ,MUSIELAK,95071720977
LAURA,GOŁASZEWSKI,53122916285
GRZEGORZ,GRAD,77122270277
MIECZYSŁAW,DOMARADZKA,97091771931
AGATA,POGODA,80120204104
EWA,STENCEL,68043045046
KATARZYNA,KWIATEK,69012388566
KAZIMIERA,MAJCHER,03271680146
WŁADYSŁAWA,PACZKOWSKA,11212977545
RENATA,KUPCZAK,76092948029
RADOSŁAW,PAWLACZYK,66050754993
URSZULA,BOBROWSKI,64042988368
ZUZANNA,STEC,17290415665
KONRAD,WOŹNICA,77112431439
KAROLINA,BUDZYŃSKA,73050470886
JERZY,CZERWIŃSKI,78110536331
PRZEMYSŁAW,BAŃKA,73051937434
TOMASZ,STRZELECKA,03241364256
HELENA,BUDNIK,81050156521
AGNIESZKA,LUBIŃSKI,69112325308
STANISŁAWA,TRZECIAK,18213118885
JACEK,GROMEK,66080310756
PATRYK,OLEJNICZAK,17230906112
HANNA,WIERZBA,62090115187
ARTUR,BUCZEK,99032789977
ADRIAN,WASILEWSKI,88011782317
KACPER,BRZESKA,01290265931
ZENON,KOSTRZEWSKA,90022791978
ŁUCJA,KOCHAŃSKA,92070680268
CECYLIA,PISZCZEK,66042533081
RADOSŁAW,KRASOŃ,00322030114
SYLWIA,SARNECKA,60070418109
IGNACY,CZEKAŁA,69071607552
TOMASZ,KAZIMIERSKI,60052091654
STEFANIA,STAŃCZAK,61050226583
ANDRII,MAJCHER,17241248155
CECYLIA,SKIBIŃSKI,80122168268
RYSZARD,URBANIAK,81050966513
KAZIMIERA,FRĄTCZAK,80022724421
ROBERT,KUKLIŃSKI,11270328950
DARIA,STRZAŁKOWSKA,66120426902
FILIP,DUDKIEWICZ,92112851337
EDMUND,LIPOWSKI,03320375054
RADOSŁAW,LORENC,72020476011
ALINA,DAWIDOWSKA,70082240265
ANTONINA,ZWOLIŃSKA,85022860506
NIKOLA,ABRAMOWICZ,05242733608
ANDRII,SKRZYPEK,08310104236
DMYTRO,BEDNARSKA,73071729639
GRAŻYNA,TYMIŃSKI,73071694461
ROMAN,BANASZEK,83010761873
ANIELA,MURAWSKA,81050108467
MARIANNA,KOSIOREK,64052790285
JAN,IWANIUK,91060749998
CECYLIA,MĄKA,55093079020
LEOKADIA,STAWICKI,98010865922
SŁAWOMIR,KITA,04210948558
WIKTOR,KOTECKI,86101643874
MARIOLA,ZAREMBA,84121971344
MARTA,OLCZYK,86021875526
MARIOLA,MICHALCZYK,19221584989
OLIWIER,SARNA,60071311593
MATEUSZ,STACHOWICZ,18290792497
JAKUB,BUGAJSKI,02211161990
EWA,TOKARCZYK,03311605700
JACEK,PALKA,51091644473
PRZEMYSŁAW,MATUSZCZAK,73061761175
MARCIN,SKRZYŃSKA,88042222859
PAULINA,MICHALEC,12290486327
WIKTORIA,ŚWIERCZ,95071471262
ZDZISŁAW,LISOWSKA,71070364178
KAROL,DOMINIK,99082366630
ALEKSANDER,BARSZCZ,90090624439
BARBARA,MŁYNARSKA,15300501306
DARIUSZ,DZIEDZIC,51012718056
ANDRZEJ,KUŚ,89040387155
RADOSŁAW,ŚWIDERSKI,52060511356
DARIUSZ,KRASZEWSKI,55041979037
GENOWEFA,STANISZEWSKA,50021839703
KONRAD,ANTONIUK,64102963670
ANDRZEJ,DUTKIEWICZ,51111796939
JULIA,BOCZKOWSKA,75110344108
ADRIAN,MACHURA,64060507970
WŁODZIMIERZ,WOŹNICA,81061148858
ANETA,BRODA,79042498209
KAZIMIERZ,KUSIAK,01290625173
RAFAŁ,KASZA,90042786491
JANUSZ,ANIOŁ,01230423713
MAŁGORZATA,GĄSIOROWSKI,13282212902
DARIUSZ,KUŹNIAR,18260853018
JAKUB,PIETRAS,61060793334
LAURA,SOCHACKA,68111384804
MARIOLA,WALA,78050650841
JULIA,MICHAŁEK,86041793082
ARTUR,KOPEĆ,56061863672
LUCYNA,GRZYB,80032199525
IRENA,DĄBKOWSKA,86020889081
NIKODEM,BOROWIECKA,16210916550
BOŻENA,GŁUCH,10220473740
ZDZISŁAW,ZIĘBA,58031063592
MAKSYMILIAN,DOMAGALSKA,91122431658
KAZIMIERZ,KOPERSKA,82122642678
ROMAN,MALISZEWSKI,93082632056
KINGA,WALICKA,80083063404
EUGENIUSZ,WOJTKOWIAK,07222399415
ANIELA,GROMEK,75102542886
MARIOLA,BARAN,55020375245
IGNACY,ROJEWSKA,10313052836
WACŁAW,GŁOWACZ,73092413692
AMELIA,BEDNARSKI,19212392526
MARZENA,DUDZIAK,13231474186
ANDRZEJ,JARZYNA,70082075975
KAMILA,GIERCZAK,15311066106
MILENA,STEFAŃSKI,69092075345
KLAUDIA,ANTCZAK,01273101364
WERONIKA,KARPOWICZ,82021945403
JADWIGA,SAWCZUK,14241248604
ANDRII,ZIMNY,15321983158
ANETA,OLEKSIAK,92102812809
WALDEMAR,ŁASKA,01280787957
VOLODYMYR,WĄTROBA,14211624753
MIECZYSŁAW,SUSZEK,98012015714
GABRIELA,BIELICKA,00261404485
SYLWIA,JARECKA,72113062466
PAWEŁ,KACZMARZYK,70102679631
VOLODYMYR,KULIŃSKA,17272199637
LUCYNA,PALIWODA,91061553969
ZBIGNIEW,PEPLIŃSKI,90010598750
PAWEŁ,KRAWCZYK,12321851531
MARCEL,BANASIK,58090696913
MAJA,BARTKOWSKI,91042351403
HENRYK,ROSIŃSKI,50021566296
WŁADYSŁAW,JAKUBIEC,94052968391
MARIAN,ZIEMBA,03222883673
KONRAD,FIRLEJ,66051999672
KAROLINA,PRZYBYSZEWSKA,73040489245
MAGDALENA,ŻYŁA,69120536866
ZUZANNA,KRASZEWSKA,79082466301
BOGUSŁAW,OSIECKA,00302330076
ANDRZEJ,TROJANOWSKI,66020346311
STANISŁAWA,KWIECIEŃ,58092961888
CZESŁAWA,GAJOS,58051309500
AGNIESZKA,CHOJECKA,68112561846
GABRIELA,JÓZEFIAK,64121768247
CECYLIA,MIERNIK,92092766203
JUSTYNA,KUPIEC,54091187047
RADOSŁAW,BANASIAK,89060970999
LEOKADIA,GĄSKA,52040835263
MARIANNA,DMOWSKA,72101211786
ARTUR,KRUPA,52112417412
PIOTR,RUSZKOWSKA,96121718571
KAZIMIERZ,WACHOWIAK,63110592638
PAWEŁ,GLINKA,77091634890
WALDEMAR,DEMBIŃSKI,66021744194
BRONISŁAW,PŁUCIENNIK,81061063111
BEATA,STACHOWSKA,15280283108
ALEKSANDRA,PELC,83083108461
BEATA,WOJTCZAK,53092981520
KACPER,CZAPLIŃSKA,07310214857
SŁAWOMIR,KĘPIŃSKI,94082002557
HANNA,BUGAJ,83090798181
TOMASZ,KOKOSZKA,86091933830
OLIWIER,SUKIENNIK,16311943077
WŁADYSŁAW,CEBULA,03302384694
KAZIMIERA,KOC,56112936205
MAREK,WALAS,85112447310
MAGDALENA,KAPICA,06241882201
TETIANA,SKOCZYLAS,13233013200
SYLWESTER,JĘDRZEJCZAK,12211510571
ANGELIKA,GABRYŚ,19260892504
HELENA,NADOLSKI,82030280762
MAGDALENA,BILIŃSKI,98052097929
NIKOLA,RUDNIK,55110648082
ALEKSANDRA,GAWIN,59040584067
CECYLIA,PŁONKA,87120327987
WANDA,SKOWRON,13311417700
DANIEL,RĄCZKA,60040558433
KATARZYNA,HOFMAN,04251745769
REGINA,PAJĄK,54120796161
ANIELA,GLIŃSKI,67012937841
LESZEK,MADEJSKI,55110271734
JULIAN,BOROŃ,50060548273
LAURA,KLIMCZYK,82110598000
GRZEGORZ,KALBARCZYK,72102598213
KAROL,SZAFRANIEC,76011687879
AGNIESZKA,IGNASIAK,53050431344
ARKADIUSZ,SZELIGA,55080902553
ZENON,PIEKUT,01231069873
KRZYSZTOF,BĄK,94061157652
HENRYKA,CIEŚLIŃSKI,98063061061
IRENA,PACIOREK,16272383864
BOGDAN,BRYL,08211916875
HANNA,PAWLIKOWSKI,69021436285
KAZIMIERZ,BOCHEŃSKI,08290178656
JOANNA,MACIAK,68080946580
WŁODZIMIERZ,ĆWIKLIŃSKA,19301756215
HALINA,SŁOMKA,93091765507
KRYSTIAN,STEFAŃSKA,86102440753
KAZIMIERZ,TUREK,64041712658
SYLWIA,SKALSKI,67031607608
LENA,STANKIEWICZ,12253184723
PIOTR,PASTUSZKA,00322793176
RENATA,MAKAREWICZ,84080254285
TADEUSZ,DOBRZYŃSKI,90052453338
WIESŁAW,MROZIK,61122253198
JOLANTA,GAWIN,01210936583
KRZYSZTOF,WRZOSEK,74073004870
KLAUDIA,KŁOSIŃSKI,03210212502
PATRYCJA,KASZA,13312350509
ALICJA,TURSKA,79032835403
WIOLETTA,SAŁEK,69032481025
KONRAD,WASIELEWSKA,66060265559
ALINA,NIEDBAŁA,99061028065
KAMIL,MIODUSZEWSKI,83102444138
GRZEGORZ,SKONIECZNA,57013102117
GABRIELA,GROBELNY,82102941928
ADRIAN,ANTCZAK,57042983556
MARIOLA,KUBAS,55020226060
KRYSTIAN,SZPAKOWSKI,59101192754
ANDRZEJ,NIEDŹWIECKA,65052336114
DARIA,KALIŃSKI,84042842545
MARCIN,ZYCH,83041129718
DOMINIKA,KOWNACKI,79050616903
URSZULA,GOŁĄB,11301395328
WŁADYSŁAWA,KORCZAK,65042578746
ADAM,GÓRKA,66071371753
STEFAN,KOBUS,72022641552
KAMIL,SZYMANEK,08281244214
WIKTORIA,ZIELONKA,88030538188
SABINA,NOWAK,80081664263
WANDA,GÓRALCZYK,03321522981
WALDEMAR,BOREK,71020360575
FRANCISZKA,CZOPEK,59031406967
JUSTYNA,GIL,60091128942
ARTUR,CIEŚLAK,04283009510
SYLWESTER,GORCZYCA,63072745815
AMELIA,CZAPLIŃSKI,50022274608
DOMINIK,PIWOWARCZYK,84070277290
IRENA,KRÓL,00302570003
FRANCISZEK,PRZYBYLSKA,84040506692
EUGENIUSZ,ROGOZIŃSKI,75050298019
WACŁAW,MALCZEWSKA,91051705891
LIDIA,OCHMAN,00280915623
JAROSŁAW,NOGA,14230152291
MAREK,RUSINEK,91040273475
LUCYNA,CZAPSKA,83042759145
GENOWEFA,KOZIEŁ,57091827308
ADAM,DOMINIK,52090600352
IGOR,JĘDRZEJEWSKI,99072083655
LESZEK,MOMOT,15301651437
ROBERT,LACHOWSKA,71041373893
TADEUSZ,SROCZYŃSKI,05271390517
URSZULA,NOWAKOWSKA,66042470984
MARIOLA,WALASZCZYK,60123192460
IWONA,SADŁOWSKA,90031254808
NIKODEM,CABAN,77101358091
KLAUDIA,RYCHLIK,07291132322
GENOWEFA,SKRZYPCZYK,58021043342
RYSZARD,MORAWIEC,51102999491
MIROSŁAWA,PIETKIEWICZ,56100390244
IGNACY,MATUSIAK,76122793151
OSKAR,OSOWSKI,95020287539
OLIWIER,KOMAR,88062903237
AGATA,SZLACHTA,85091270208
FRANCISZKA,OLIINYK,68101001980
MAŁGORZATA,WINKLER,87052806488
ZDZISŁAW,MARCINEK,02212307397
BARBARA,FERENC,60112594583
OLGA,BILIŃSKI,52020477946
MIKOŁAJ,NIEWIADOMSKA,10261500654
DARIUSZ,JAGIEŁA,66040887359
LAURA,JURASZEK,10242283367
JERZY,ŚLĘZAK,04292256075
ARKADIUSZ,KOŁODZIEJCZAK,92022660654
MARTA,TRZECIAK,53071865049
KAZIMIERA,WIĄCEK,10320294982
BRONISŁAW,SAWICKA,96052833257
TERESA,ŚLĘZAK,87122031127
EMILIA,JAKUBOWSKI,75070599006
BRONISŁAWA,BURZYŃSKA,16302343707
MIROSŁAWA,KRASOWSKI,06301357720
PRZEMYSŁAW,STASIK,86052944297
ZUZANNA,KOZUB,19240278869
KLAUDIA,ZAJĄCZKOWSKI,74030154604
SEBASTIAN,ŻABIŃSKI,88121503376
VOLODYMYR,GONDEK,08250190933
RADOSŁAW,JAWOROWSKA,06311646292
MICHALINA,KOZŁOWSKA,11321427564
STANISŁAW,JARECKI,03261195490
WŁADYSŁAWA,KOWALEWSKA,14242748448
ANNA,SZAFRAN,11260126427
ZOFIA,KULAS,11280650823
ANTONINA,BRODA,79022043964
TETIANA,TOKARZ,13262108821
MARIA,PIÓRO,98052166049
BOGDAN,BABIARZ,72050862657
ANNA,ANDRZEJEWSKI,67102763301
WIOLETTA,KOWALSKI,08300822924
HALINA,WILIŃSKA,95032011384
MARCEL,JAKUBIK,58042921454
KRYSTYNA,KOPACZ,63061976741
CZESŁAWA,DĘBSKA,85022722608
ZENON,ROLA,91070412299
MARTYNA,SKORUPSKI,90071868665
JÓZEFA,KUBAS,51032359589
MIŁOSZ,MUSZYŃSKA,51021269271
KACPER,MUCHA,64120314333
NIKOLA,ROSZKOWSKI,83022303281
ANGELIKA,CHUDZIŃSKA,59121457385
BARTOSZ,MAŁEK,98080627598
KAMILA,WARDA,70070239187
BOGDAN,BUCZYŃSKI,54021805876
SERHII,CHRUŚCIEL,87122772914
STEFAN,BARAN,81042353499
MIECZYSŁAW,JELEŃ,85050715399
ZBIGNIEW,CHUDZIK,76051775332
JANUSZ,STENCEL,08323138992
WIESŁAW,STUDZIŃSKA,98071693357
FRANCISZKA,KWAPISZ,70122699929
KLAUDIA,KAWALEC,12210470863
DARIUSZ,RYBCZYŃSKA,50092761772
RAFAŁ,CZAPSKA,50112202119
DARIA,BAŃKA,76072956325
OLEKSANDR,BUREK,97112890357
FRANCISZKA,MASTALERZ,89080619502
MARIUSZ,STAŃCZYK,71052237072
PATRYK,CHOJECKA,77083048373
REGINA,OPALIŃSKI,54100578925
KAROLINA,LENARTOWICZ,61122623647
MICHAŁ,PIECHA,10212932497
ANETA,STĘPNIEWSKI,02230825444
NATALIA,CYRAN,82062793542
MAJA,MAKAREWICZ,56083001065
KAZIMIERZ,KACZOR,53032587911
IGNACY,BORECKA,96101996452
ALICJA,CZERWIŃSKI,83122975128
SŁAWOMIR,MARKOWSKI,67122880990
ALINA,GAWEŁ,54041092104
CZESŁAW,KŁOSIŃSKA,85070585190
JAKUB,MROZOWSKI,10252545550
ZOFIA,SAS,18270432427
NIKODEM,MUSZYŃSKI,59040937551
TERESA,JARECKA,07270723406
ARKADIUSZ,TRUSZKOWSKI,06292951813
ANETA,ZDROJEWSKI,62070820144
EWA,KOCHANOWSKI,51050764404
DMYTRO,KUJAWA,93011346636
KATARZYNA,SUCHOCKI,59022297044
BRONISŁAWA,PAJĄK,81101376207
SERHII,PLUTA,58032184557
MICHALINA,DOPIERAŁA,81050321286
IWONA,SOŁTYSIK,06232858640
JADWIGA,BOGACZ,79070942482
WIOLETTA,TOMASZEWSKI,51052925504
JACEK,DĘBSKA,85051773554
HENRYKA,FORNAL,62020379360
ALINA,KOKOSZKA,82071217143
CZESŁAW,GROMEK,95101538994
CZESŁAW,MŁYNARCZYK,57031735399
MIROSŁAWA,PIETRZYK,01232939364
HUBERT,BUJAK,16211008951
MARCEL,ANTOSIK,81101704691
WANDA,RUDZIŃSKA,74031031706
ANNA,MARCINKIEWICZ,97110489586
MICHALINA,CHOIŃSKA,82041211106
ANGELIKA,PIĄTKOWSKA,96012447788
JANUSZ,SZAFRAN,96122667751
ADAM,KRAUSE,18241999775
FRANCISZKA,WÓJCIK,13272222669
KRYSTYNA,PTASZYŃSKA,68092166268
DARIUSZ,KUPIEC,94041326739
MIECZYSŁAW,CZEKAJ,64080334578
WŁODZIMIERZ,KOŁACZ,83050807377
ZENON,GĄDEK,16252286219
MONIKA,KASPRZYK,70022183564
ROMAN,JODŁOWSKI,09312633852
DOROTA,CHMURA,00310114080
ROZALIA,NGUYEN,15320423781
MARIOLA,KOBIELA,17282433185
NATALIIA,PRZYBYŁEK,93123112860
WIESŁAWA,KOŚCIELNIAK,00262034140
ŁUKASZ,ZDUŃCZYK,95043045394
ZBIGNIEW,ZYGMUNT,12322844738
ARKADIUSZ,DRZEWIECKA,58062928453
PATRYCJA,ROMANIUK,58010470643
ROMAN,SMOLIŃSKI,04301113252
MAREK,BODNAR,84030478697
AGATA,PORĘBSKI,70110643103
PATRYK,LEWICKA,99110839613
IRENA,BERNAT,00292477467
KRZYSZTOF,ROKITA,89072223119
BARBARA,RĄCZKA,99021798405
OLGA,KRUCZEK,93062615983
PIOTR,POLOCZEK,92092539579
ADAM,TRZASKA,69110209318
ŁUKASZ,KOWALIK,64111340954
JADWIGA,DOMAŃSKI,75032011669
ROMAN,GÓRKA,78102914253
ARKADIUSZ,GAWLIK,10241382173
MATEUSZ,BĘBENEK,00220416890
IRYNA,BLOCH,73060858221
KACPER,JANICKI,52010202297
MIROSŁAWA,KRYSZTOFIAK,90032416740
WIESŁAW,PIECHOTA,70122487012
JULIAN,DRABIK,82031982175
JANINA,PACH,91011199063
NATALIA,CIEŚLIŃSKI,88040845562
OLIWIER,KOZUB,78020929931
DARIUSZ,SARNECKI,68062659918
LEON,PRZYGODA,57112436771
FRANCISZKA,GĄSKA,02320642483
AMELIA,MAJDA,10312100127
TERESA,SŁOWIK,89031592988
STEFAN,BANASIK,87020520295
BOGUMIŁA,JASIAK,88082980728
TERESA,SZEWCZYK,53072171949
MARCEL,KUCZYŃSKI,80091784052
DARIUSZ,PRZYBYŁ,79031328737
ROBERT,NIEZGODA,66051457154
JUSTYNA,KOPER,11222825627
REGINA,LENARTOWICZ,13250514300
WIKTORIA,WRÓBLEWSKA,94070766061
MARTYNA,CHOIŃSKI,98012993320
STEFAN,WIKTOR,70102057150
MARCIN,PISAREK,68070690051
LUCYNA,KĘPA,19313055467
ANIELA,RYBAK,00320386224
ANTONI,CHYLIŃSKA,95012298196
WANDA,KUŚNIERZ,83070294920
VOLODYMYR,RUTA,07280227710
BRONISŁAW,GIEMZA,60013092896
BRONISŁAWA,KUC,77101424040
JÓZEF,BRYL,66090978830
TADEUSZ,ŚWITALSKI,85072368535
STANISŁAWA,BARTOSZEWSKI,77080601102
ZENON,SIWIEC,75020714631
WŁODZIMIERZ,GRUDZIŃSKI,52100435677
WALDEMAR,KIERZKOWSKA,68022979171
MIROSŁAWA,SZYMANOWSKA,61071537725
REGINA,ŚWIERCZ,09291961368
ALEKSANDER,ZIOMEK,14220328536
GRZEGORZ,STACHURA,59082886116
DOROTA,LACHOWICZ,64011671945
ZYGMUNT,KOMOROWSKI,68031283133
MIKOŁAJ,KAWCZYŃSKI,86070644993
WANDA,ŻOCHOWSKI,55092318788
RADOSŁAW,CZERWONKA,83052128410
MAJA,SÓJKA,09210874841
BARTOSZ,SEKUŁA,87020287015
ALEKSANDER,KNAP,89100974013
MARTYNA,CZAPLIŃSKI,78113062741
JOLANTA,KISIEL,62070245822
GRZEGORZ,MORAWSKA,72101290116
JACEK,MORAWIEC,09212399210
WACŁAW,BARTKOWIAK,12250764890
WŁADYSŁAWA,NIEMCZYK,67011632440
RENATA,WITEK,86061378740
EDWARD,JÓŹWIK,74052715018
JULIA,BARANOWSKI,67081646369
IRENA,KOŁAKOWSKI,96042650828
GABRIELA,SKRZYŃSKI,55070545481
ELŻBIETA,WAGNER,11302767960
MAJA,ŚLEDŹ,57071197865
ALICJA,GAJDA,59080249346
OLEKSANDR,KRYGIER,19211897596
DOROTA,GRZEŚKOWIAK,89020794540
MILENA,KARBOWIAK,04231999029
WŁODZIMIERZ,KUCZYŃSKI,64050133457
MACIEJ,KOMAR,95092922738
JULIAN,JANCZAK,89060730238
KAROLINA,ŚWIDEREK,78050346706
MICHALINA,WARCHOŁ,55040439369
MAKSYMILIAN,DYMEK,09250236591
BRONISŁAWA,TARGOSZ,95071585587
IVAN,WOJTALA,07322869070
MACIEJ,KULCZYCKI,52120193155
DANIEL,KACPRZYK,58090583255
NATALIA,URBANIAK,64062561628
GABRIELA,SPYRA,82101389040
BARTŁOMIEJ,MOLENDA,58110224337
DAWID,MAŃKA,90080888311
MARTYNA,ZAWADA,72071090987
RAFAŁ,TOKARCZYK,13250961577
WIESŁAW,DYMEK,66052965258
ANGELIKA,MADEJ,96053057786
MAGDALENA,ZYCH,80011010029
MARIA,MACIEJEWSKA,53120638482
KRYSTIAN,KORNACKA,18301168495
GRZEGORZ,BOROWIECKI,03280163072
NATALIIA,TARKOWSKA,63042714768
SEBASTIAN,WYSOCKA,87120774895
MATEUSZ,OGÓREK,57061642012
ROZALIA,CIESZYŃSKI,53061317989
OSKAR,GRABSKI,53011646358
JULIA,IVANOVA,56062288601
HELENA,STARCZEWSKA,67101762363
KRYSTYNA,JAROSZ,17252113642
ANTONI,KORCZYŃSKA,84032051519
LENA,ZIMNA,61070304744
ANTONI,BĘBENEK,12312913215
HELENA,KUBICKI,66122576742
ŁUCJA,NOWIŃSKI,78012955780
IRENA,BARTOSZEK,72121496200
ELŻBIETA,BORUCKA,01303161047
ROMAN,WĄS,15222721372
ROBERT,ŚWIERCZEK,94122253097
STANISŁAWA,WĄSOWICZ,81011089200
RADOSŁAW,FILIPIAK,18292001290
NIKOLA,JELONEK,66071334884
MIECZYSŁAW,BARSZCZEWSKA,08310377333
JADWIGA,CHMIELECKA,74122468428
ANNA,ROGOWSKI,65030820400
ADAM,KOWALCZUK,65103075678
SERHII,PIOTROWICZ,92102637554
BOLESŁAW,STANKIEWICZ,74111234537
LENA,FRĄTCZAK,84091349581
OLGA,GŁOWACZ,81080983205
JANUSZ,SZUBA,96121002559
BRONISŁAW,KĄKOL,74071084579
STANISŁAW,KOŁODZIEJCZYK,65030726096
SYLWESTER,RUSINEK,17282027997
STANISŁAWA,KOZIOŁ,01272469928
ANGELIKA,PIASECKI,63120439808
LIDIA,KRZYWDA,78031640647
PAWEŁ,SZYMANEK,11291757032
CZESŁAWA,BRYŁA,72112016947
KAZIMIERZ,WOJTASIK,87052272254
AGNIESZKA,ŁASKA,77010455001
FRANCISZEK,WOŹNICKA,85020470572
PAWEŁ,KOCUR,57091019899
LENA,KRAWCZYŃSKA,08240905080
HENRYK,BERNAT,15250285275
BARTŁOMIEJ,KOZERA,81102341516
OLGA,ŻÓŁTOWSKA,02311178566
STEFANIA,JAROS,61051575402
IGNACY,POŁEĆ,98061747956
LUCYNA,PORĘBSKI,76051561669
SEBASTIAN,KACZOROWSKA,05270357452
JANUSZ,NĘDZA,85083170031
VOLODYMYR,GÓRALSKA,64122179699
SERHII,ISKRA,54030517131
KRYSTIAN,RESZKA,64042457950
AMELIA,KOŁAKOWSKI,82010951723
AMELIA,RÓG,64040506601
ŁUCJA,PIWOWARSKA,14300591764
MARCIN,KORNACKA,09231504512
FRANCISZEK,RYBIŃSKI,62060758938
MIROSŁAW,DRÓŻDŻ,85090569251
ADRIAN,JĘDRZEJCZYK,55031045191
WŁODZIMIERZ,CHUDY,72060533918
DARIA,NIEMIEC,96083160188
MIECZYSŁAW,PASZKIEWICZ,74042407732
WACŁAW,MIAZGA,14221310916
KRYSTIAN,KOSAKOWSKI,59062795270
NATALIIA,SOBOL,89101539864
STEFAN,ZAJKOWSKI,14212739658
BARTŁOMIEJ,ŁOBODA,16232062817
WANDA,SUWAŁA,82101070306
ANNA,CEGIELSKA,57092257304
LEOKADIA,ADAMKIEWICZ,87091053144
KONRAD,KORNACKI,87070574275
NATALIA,SAMSEL,54112050062
KACPER,ADAMCZUK,60062568979
NATALIA,PTAK,04310575429
HENRYKA,ŻUCHOWSKA,81121535002
CZESŁAWA,TARNAWSKA,10233131828
ANTONINA,GŁUSZEK,64012038466
